Gene	VHL	ZNF512B	EPAS1	PBRM1	TCEB1	HIF1A	TCEB2	MDFI	APC	CUL2	ARNT	FBXW11	SH3BP5	SQSTM1	VEGFA	DST	HSP90AA1	TP53	DDX41	RBX1	KDR	PIK3CA	SYNE1	ABL1	MLH1	GOLGA2	SPTBN1	BPTF	FYN	ESR2	MTOR	RUFY1	SMAD2	TNIK	SMAD3	RAB39B	MACF1	TRAF6	GABARAPL2	GLI3	NCSTN	UIMC1	SIAH1	SLU7	SMAD9	MGAT1	DISC1	SMAD1	KEAP1	KRTAP10-3	SOS1	CANX	SMURF2	PDZD2	GRIP2	NRXN1	CRK	SKIL	RELA	TRAF5	TRAF3IP1	SMAD4	SEC13	TXNDC17	SIPA1L1	TGFBR1	MSH3	MAPK6	APH1B	MYO16	SEC16B	EXOSC8	EGFR	CMTM6	TBC1D9B	CTNNB1	AP2B1	ATXN1	FLT1	CEP70	TNKS	CDC5L	PCNA	PLCG2	TOE1	SMURF1	XRCC6	PPHLN1	GFI1B	KDM3B	GRB2	GSK3B	SETD2	AKT1	ATN1	EXOC1	MAP1LC3B	UBC	GABARAPL1	IRAK1
TCGA-A3-3362-01	1			1								1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-B0-4842-01	1			1								1		1					1								1					1										1		1		1						1				1																			1																									1
TCGA-BP-5183-01	1			1								1		1					1													1										1		1		1			1			1																							1																									
TCGA-BP-4982-01	1			1								1		1					1													1										1		1		1				1		1																							1																									
TCGA-BP-5198-01	1			1								1		1					1													1										1		1		1						1																							1																		1							
TCGA-AK-3458-01	1			1								1		1					1													1										1		1		1						1																							1																									
TCGA-B0-5711-01	1			1								1		1					1													1										1		1		1						1																							1																									
TCGA-CZ-5455-01	1			1								1		1					1													1										1		1		1						1																							1																									
TCGA-B0-4847-01	1			1								1		1					1													1										1				1						1																							1																									
TCGA-CJ-4920-01	1			1									1				1							1	1																											1			1								1											1																										1
TCGA-CZ-5460-01	1			1									1										1		1																														1								1											1																										
TCGA-B0-5696-01	1			1									1											1	1						1																								1								1											1																										
TCGA-CW-6093-01	1			1									1												1												1																		1								1											1																										
TCGA-CZ-5465-01	1			1									1												1																													1	1								1											1																										
TCGA-B0-5705-01	1			1									1												1																														1								1											1																										
TCGA-BP-5186-01	1			1									1												1																														1								1											1																										
TCGA-B0-5115-01	1			1									1																				1				1																		1								1											1																										
TCGA-BP-5200-01	1			1												1																																																																																				
TCGA-CJ-4903-01	1			1												1																																																																																				
TCGA-BP-4164-01	1			1												1																																																																																				
TCGA-A3-3383-01	1			1														1																																																																											1							
TCGA-B0-5713-01	1			1																		1																																											1								1								1																			
TCGA-BP-4960-01	1			1																		1																																																																														
TCGA-BP-4341-01	1			1																			1																																																		1																											
TCGA-A3-3378-01	1			1																				1																																																																				1								
TCGA-BP-4159-01	1			1																				1																																																																												
TCGA-CZ-5986-01	1			1																						1																																																																										
TCGA-B0-4706-01	1			1																							1																																																																									
TCGA-B4-5836-01	1			1																											1			1																																																																		
TCGA-B4-5832-01	1			1																											1																																																1																					
TCGA-CW-5580-01	1			1																											1																																																														1							
TCGA-B0-4852-01	1			1																											1																																																														1							
TCGA-CJ-5679-01	1			1																											1																																																																					
TCGA-CJ-4644-01	1			1																											1																																																																					
TCGA-A3-3382-01	1			1																												1																											1																				1																					
TCGA-CJ-5676-01	1			1																														1																																																											1							
TCGA-CJ-4912-01	1			1																														1																																																																		
TCGA-B8-4148-01	1			1																																1																							1																								1																	
TCGA-B0-5116-01	1			1																																	1																								1												1																											
TCGA-BP-4975-01	1			1																																	1																																																															
TCGA-B0-4816-01	1			1																																	1																																																															
TCGA-BP-5187-01	1			1																																								1																																																								
TCGA-CJ-4875-01	1			1																																															1																																																	
TCGA-B8-4154-01	1			1																																															1																																																	
TCGA-B0-5710-01	1			1																																																	1																																													1		
TCGA-CJ-6030-01	1			1																																																								1											1																													
TCGA-B0-5104-01	1			1																																																									1																																							
TCGA-A3-3331-01	1			1																																																											1		1																																			
TCGA-B0-5110-01	1			1																																																																		1																														
TCGA-A3-3372-01	1			1																																																																											1											1										
TCGA-B0-5695-01	1			1																																																																																					1											
TCGA-BP-5169-01	1			1																																																																																									1							
TCGA-CZ-5470-01	1			1																																																																																									1							
TCGA-CJ-5684-01	1			1																																																																																									1							
TCGA-B0-5399-01	1			1																																																																																									1							
TCGA-B0-5699-01	1			1																																																																																									1							
TCGA-BP-4964-01	1			1																																																																																																
TCGA-BP-4995-01	1			1																																																																																																
TCGA-B0-5703-01	1			1																																																																																																
TCGA-CZ-4853-01	1			1																																																																																																
TCGA-B0-4828-01	1			1																																																																																																
TCGA-B0-5096-01	1			1																																																																																																
TCGA-BP-4989-01	1			1																																																																																																
TCGA-BP-4988-01	1			1																																																																																																
TCGA-BP-5184-01	1			1																																																																																																
TCGA-EU-5907-01	1			1																																																																																																
TCGA-A3-3373-01	1			1																																																																																																
TCGA-CZ-5982-01	1			1																																																																																																
TCGA-B0-4818-01	1			1																																																																																																
TCGA-BP-5170-01	1			1																																																																																																
TCGA-BP-5180-01	1			1																																																																																																
TCGA-BP-5181-01	1			1																																																																																																
TCGA-B0-5693-01	1			1																																																																																																
TCGA-CJ-4908-01	1			1																																																																																																
TCGA-B0-5113-01	1			1																																																																																																
TCGA-CZ-5989-01	1			1																																																																																																
TCGA-BP-4999-01	1			1																																																																																																
TCGA-B0-5107-01	1			1																																																																																																
TCGA-CJ-4918-01	1					1																																																						1																																								
TCGA-BP-4967-01	1						1																																												1																																																	
TCGA-B0-5812-01	1								1			1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-CZ-4861-01	1											1	1	1					1				1		1							1										1		1		1						1			1								1						1					1	1																		1							
TCGA-EU-5904-01	1											1	1	1					1						1							1										1		1		1						1			1								1							1				1	1																									
TCGA-BP-4355-01	1											1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-BP-4162-01	1											1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-B0-5691-01	1											1	1	1					1												1	1										1		1		1						1			1								1												1																									
TCGA-BP-5190-01	1											1		1		1			1													1										1		1		1						1																							1																									
TCGA-BP-4167-01	1											1		1					1				1							1		1										1		1		1						1																							1																									
TCGA-CJ-4638-01	1											1		1					1				1									1										1				1						1																							1																									
TCGA-A3-3316-01	1											1		1					1													1					1					1		1		1						1																							1															1										
TCGA-B0-5402-01	1											1		1					1													1										1		1		1						1		1																					1																		1							
TCGA-CJ-4637-01	1											1		1					1													1										1		1		1						1								1															1																									
TCGA-CW-5588-01	1											1		1					1													1										1		1		1						1																							1					1																				
TCGA-BP-5006-01	1											1		1					1													1										1		1		1						1																							1																		1							
TCGA-B0-5081-01	1											1		1					1													1										1		1		1						1																							1																		1							
TCGA-AK-3451-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-CJ-6031-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-EU-5906-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-B0-5102-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-CZ-5985-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-CZ-5984-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-BP-5008-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-B0-5709-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4166-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4977-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-CJ-4884-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-A3-3376-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4986-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-B0-4945-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4974-01	1											1		1					1													1										1		1		1						1																							1																									
TCGA-CW-5591-01	1												1			1									1																														1								1											1																			1							
TCGA-BP-5192-01	1												1								1				1																														1								1											1																										
TCGA-BP-5001-01	1												1												1						1																								1								1											1																										
TCGA-BP-5007-01	1												1												1						1																								1								1											1																										
TCGA-B0-4814-01	1												1												1																	1													1								1											1																			1							
TCGA-AK-3444-01	1												1												1																									1	1				1								1						1					1							1																			
TCGA-A3-3349-01	1												1												1																														1	1							1		1									1																				1						
TCGA-BP-5177-01	1												1												1																														1						1		1											1																										
TCGA-BP-4349-01	1												1												1																														1						1		1											1																										
TCGA-A3-3308-01	1												1												1																														1								1		1									1							1											1	1		1					
TCGA-CJ-4900-01	1												1												1																														1								1		1									1																				1						
TCGA-CW-5581-01	1												1												1																														1								1											1										1																
TCGA-CJ-4872-01	1												1												1																														1								1											1																										
TCGA-BP-4968-01	1												1												1																														1								1											1																										
TCGA-BP-4759-01	1												1												1																														1								1											1																										
TCGA-B0-4714-01	1												1												1																														1								1											1																										
TCGA-B8-5165-01	1												1												1																														1								1											1																										
TCGA-B8-4153-01	1												1												1																														1								1											1																										
TCGA-AS-3778-01	1															1		1					1																																																		1																	1					1					
TCGA-CJ-5677-01	1															1		1																																																																																		
TCGA-CZ-4856-01	1															1																																																																																				
TCGA-B0-4710-01	1																	1																																																																											1							
TCGA-CZ-5457-01	1																				1																																														1																																	
TCGA-B0-4712-01	1																				1																																																																								1							
TCGA-B8-5159-01	1																					1																																																																														
TCGA-B8-4621-01	1																									1		1																																																																								
TCGA-B0-5106-01	1																										1																																																																									
TCGA-B0-4823-01	1																											1																																																																								
TCGA-B0-5095-01	1																												1																																														1																									
TCGA-BP-4965-01	1																													1																								1																																														
TCGA-BP-5176-01	1																														1		1																																																																			
TCGA-BP-5175-01	1																														1																							1																																														
TCGA-CZ-5987-01	1																														1																																																																					
TCGA-B0-4827-01	1																														1																																																																					
TCGA-CJ-6027-01	1																														1																																																																					
TCGA-B0-4810-01	1																														1																																																																					
TCGA-AK-3430-01	1																																			1																																																																
TCGA-B0-4819-01	1																																				1																																																															
TCGA-B8-5549-01	1																																				1																																																															
TCGA-BP-5004-01	1																																							1																																																												
TCGA-B8-5162-01	1																																									1																																			1											1												
TCGA-B0-5097-01	1																																									1																																																										
TCGA-BP-5174-01	1																																														1																																																					
TCGA-EU-5905-01	1																																																					1																																														
TCGA-B0-5088-01	1																																																												1																																							
TCGA-B0-4690-01	1																																																																1																																			
TCGA-CW-6090-01	1																																																																					1																														
TCGA-B4-5843-01	1																																																																							1																												
TCGA-B8-4151-01	1																																																																										1																									
TCGA-B0-5099-01	1																																																																												1																							
TCGA-BP-4782-01	1																																																																													1																						
TCGA-CJ-5672-01	1																																																																														1																					
TCGA-AK-3455-01	1																																																																																												1							
TCGA-B8-5551-01	1																																																																																																			
TCGA-BP-4771-01	1																																																																																																			
TCGA-BP-4961-01	1																																																																																																			
TCGA-B0-5075-01	1																																																																																																			
TCGA-CJ-6032-01	1																																																																																																			
TCGA-B0-4700-01	1																																																																																																			
TCGA-BP-5194-01	1																																																																																																			
TCGA-B0-5108-01	1																																																																																																			
TCGA-CJ-4916-01	1																																																																																																			
TCGA-CZ-4858-01	1																																																																																																			
TCGA-CJ-5675-01	1																																																																																																			
TCGA-B2-3924-01	1																																																																																																			
TCGA-B2-5635-01	1																																																																																																			
TCGA-A3-3385-01	1																																																																																																			
TCGA-BP-5199-01	1																																																																																																			
TCGA-CJ-5686-01	1																																																																																																			
TCGA-B0-5077-01	1																																																																																																			
TCGA-B0-5692-01	1																																																																																																			
TCGA-B0-4845-01	1																																																																																																			
TCGA-BP-5173-01	1																																																																																																			
TCGA-BP-4963-01	1																																																																																																			
TCGA-BP-4807-01	1																																																																																																			
TCGA-BP-4991-01	1																																																																																																			
TCGA-B8-5164-01	1																																																																																																			
TCGA-B8-5163-01	1																																																																																																			
TCGA-CZ-5469-01	1																																																																																																			
TCGA-CJ-4894-01	1																																																																																																			
TCGA-BP-5196-01	1																																																																																																			
TCGA-CJ-4636-01	1																																																																																																			
TCGA-CJ-5680-01	1																																																																																																			
TCGA-BP-4992-01	1																																																																																																			
TCGA-BP-5009-01	1																																																																																																			
TCGA-BP-4976-01	1																																																																																																			
TCGA-BP-4970-01	1																																																																																																			
TCGA-CW-5583-01	1																																																																																																			
TCGA-CZ-5458-01	1																																																																																																			
TCGA-B8-5550-01	1																																																																																																			
TCGA-BP-4998-01	1																																																																																																			
TCGA-BP-4340-01	1																																																																																																			
TCGA-BP-5195-01	1																																																																																																			
TCGA-CW-5585-01		1																	1																							1																																																										
TCGA-A3-3365-01			1	1																																																		1																																														
TCGA-B8-4620-01			1																																																																																										1	1						
TCGA-BP-5191-01			1																																																																																																	
TCGA-A3-3326-01				1								1	1	1					1						1							1										1		1		1						1			1								1											1	1															1										
TCGA-BP-4801-01				1								1		1		1			1													1										1		1		1						1									1														1																									
TCGA-A3-3320-01				1								1		1					1													1		1								1		1		1						1																							1																				1					
TCGA-A3-3387-01				1								1		1					1													1										1		1		1						1																							1								1									1						1		
TCGA-B2-4099-01				1								1		1					1													1										1		1		1						1																							1																									
TCGA-AK-3436-01				1								1		1					1													1										1		1		1						1																							1																									
TCGA-B8-5158-01				1								1		1					1													1										1				1						1																							1																									
TCGA-BP-4337-01				1									1			1									1																														1								1											1																										
TCGA-CJ-4871-01				1									1												1																													1	1								1											1																										
TCGA-CZ-5454-01				1									1												1																														1								1											1																										
TCGA-B0-5712-01				1												1							1								1																																												1																									
TCGA-CJ-4887-01				1												1															1																																																																					
TCGA-B0-5094-01				1												1																																																																																				
TCGA-BP-4981-01				1													1																																																																																			
TCGA-A3-3346-01				1														1					1								1														1														1																														1						1					
TCGA-BP-4176-01				1														1																																																																																		
TCGA-CZ-5461-01				1																			1														1																																																								1							
TCGA-CJ-5678-01				1																			1																																																																						1							
TCGA-BP-5168-01				1																			1																																																																													
TCGA-B4-5844-01				1																											1																																																																					
TCGA-AK-3431-01				1																																					1																																																				1							
TCGA-AK-3425-01				1																																								1																																	1																							
TCGA-B0-4815-01				1																																													1																																																			
TCGA-BP-4985-01				1																																															1																																																	
TCGA-CJ-4923-01				1																																																				1																																												
TCGA-BP-4158-01				1																																																								1																																								
TCGA-BP-5189-01				1																																																													1																																			
TCGA-B0-4849-01				1																																																																					1																											
TCGA-BP-4973-01				1																																																																								1																								
TCGA-B0-5120-01				1																																																																																				1												
TCGA-BP-4774-01				1																																																																																									1							
TCGA-A3-3311-01				1																																																																																									1							
TCGA-CJ-5682-01				1																																																																																									1							
TCGA-A3-3367-01				1																																																																																									1							
TCGA-B0-4718-01				1																																																																																									1							
TCGA-CJ-4905-01				1																																																																																																
TCGA-CZ-4854-01				1																																																																																																
TCGA-A3-3322-01				1																																																																																																
TCGA-CJ-4913-01				1																																																																																																
TCGA-B0-5698-01				1																																																																																																
TCGA-CJ-4635-01				1																																																																																																
TCGA-A3-3323-01				1																																																																																																
TCGA-B4-5377-01				1																																																																																																
TCGA-AK-3460-01				1																																																																																																
TCGA-CZ-5453-01				1																																																																																																
TCGA-CZ-5456-01				1																																																																																																
TCGA-AK-3434-01				1																																																																																																
TCGA-DV-5566-01				1																																																																																																
TCGA-CW-5589-01				1																																																																																																
TCGA-B0-5694-01				1																																																																																																
TCGA-BP-4993-01				1																																																																																																
TCGA-CJ-4888-01				1																																																																																																
TCGA-BP-4987-01				1																																																																																																
TCGA-CZ-4862-01					1											1																																																																																				
TCGA-B8-5545-01					1																																			1																																																												
TCGA-CJ-4889-01					1																																																																																															
TCGA-B0-4843-01									1		1																																																																							1																		
TCGA-CZ-5468-01									1																																															1																													1															
TCGA-BP-4354-01									1																																																																1																											
TCGA-BP-4170-01									1																																																																																											
TCGA-B0-5400-01										1																																																																																										
TCGA-AK-3454-01											1	1		1					1													1									1	1		1		1						1																							1																									
TCGA-AS-3777-01											1																										1			1														1							1									1																				1								1		
TCGA-B0-5706-01											1																														1																													1																														
TCGA-B2-4101-01												1	1	1					1						1							1										1		1		1						1			1								1											1	1																		1							
TCGA-B0-4701-01												1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-CZ-5464-01												1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-DV-5569-01												1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-BP-4335-01												1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-BP-4775-01												1	1	1					1						1							1										1		1		1						1			1								1											1	1																									
TCGA-B8-5552-01												1		1			1		1													1										1		1		1						1																							1																									
TCGA-CJ-4886-01												1		1					1			1										1										1		1		1						1																							1																									
TCGA-A3-3380-01												1		1					1												1	1										1		1		1						1																	1						1																		1							
TCGA-CJ-4876-01												1		1					1													1										1		1		1						1																							1																									
TCGA-B8-A54G-01												1		1					1													1										1		1		1						1																							1																									
TCGA-CZ-5462-01												1		1					1													1										1		1		1						1																							1																									
TCGA-B2-5641-01												1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4776-01												1		1					1													1										1		1		1						1																							1																									
TCGA-A3-3307-01												1		1					1													1										1		1		1						1																							1																									
TCGA-A3-3370-01												1		1					1													1										1		1		1						1																							1																									
TCGA-CJ-4874-01												1		1					1													1										1		1		1						1																							1																									
TCGA-G6-A5PC-01												1		1					1													1										1		1		1						1																							1																									
TCGA-B8-A7U6-01												1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4959-01												1		1					1													1										1		1		1						1																							1																									
TCGA-B8-5553-01												1		1					1													1										1		1		1						1																							1																									
TCGA-CJ-4641-01												1		1					1													1										1		1		1						1																							1																									
TCGA-B0-5092-01												1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4777-01												1		1					1													1										1		1		1						1																							1																									
TCGA-A3-3335-01												1		1					1													1										1		1		1						1																							1																									
TCGA-A3-A8OW-01												1		1					1													1										1		1		1						1																							1																									
TCGA-A3-A6NJ-01												1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4330-01												1		1					1													1										1		1		1						1																							1																									
TCGA-B8-A54J-01												1		1					1													1										1		1		1						1																							1																									
TCGA-BP-4338-01												1		1					1													1										1				1						1																							1																									
TCGA-A3-3357-01												1										1																																																																														
TCGA-CZ-5467-01													1			1									1													1																	1								1		1									1																		1								
TCGA-B0-4697-01													1												1		1																												1								1											1																										
TCGA-CJ-4897-01													1												1										1																				1								1											1																										
TCGA-CJ-4901-01													1												1																														1	1							1											1																										
TCGA-CJ-4868-01													1												1																														1						1		1										1	1																										
TCGA-B0-5121-01													1												1																														1								1											1																			1							
TCGA-BP-4790-01													1												1																														1								1											1																			1							
TCGA-AK-3428-01													1												1																														1								1											1																										
TCGA-A3-3343-01													1												1																														1								1											1																										
TCGA-CJ-6028-01													1												1																														1								1											1																										
TCGA-CJ-4639-01													1												1																														1								1											1																										
TCGA-BP-4969-01													1												1																														1								1											1																										
TCGA-CJ-4873-01														1			1		1			1										1										1				1						1		1																					1																									
TCGA-BP-4163-01														1					1													1										1				1						1																							1																									
TCGA-A3-3347-01																1															1																																																																					
TCGA-CZ-5459-01																1																																																																													1							
TCGA-CW-6087-01																1																																																																																				
TCGA-BP-5182-01																1																																																																																				
TCGA-B8-4146-01																1																																																																																				
TCGA-B0-5707-01																1																																																																																				
TCGA-CJ-5681-01																1																																																																																				
TCGA-BP-4770-01																		1					1																																																																													
TCGA-AK-3440-01																		1																																						1			1																																									
TCGA-B0-5117-01																		1																																																																																		
TCGA-CZ-4865-01																		1																																																																																		
TCGA-A3-3313-01																		1																																																																																		
TCGA-CZ-5463-01																		1																																																																																		
TCGA-BP-4761-01																					1																																																																															
TCGA-BP-5010-01																					1																																																																															
TCGA-B0-4693-01																						1			1																																							1																																				
TCGA-BP-4352-01																						1				1											1																																																															
TCGA-BP-4160-01																						1																																																									1																					
TCGA-B0-5701-01																							1					1			1																																																																					
TCGA-B4-5835-01																							1					1																																																																	1							
TCGA-CZ-4857-01																							1								1																																																																					
TCGA-B0-4844-01																							1																																																																													
TCGA-CJ-4895-01																							1																																																																													
TCGA-BP-4174-01																							1																																																																													
TCGA-BP-4165-01																									1																																						1											1																										
TCGA-CJ-4869-01																											1																																											1																														
TCGA-CJ-4881-01																												1																1																																																								
TCGA-A3-3319-01																												1																																											1																								1					
TCGA-B0-5083-01																													1																																																																							
TCGA-B0-4846-01																															1																																									1																												
TCGA-B0-5100-01																															1																																																							1														
TCGA-B0-5119-01																															1																																																																					1
TCGA-CJ-4907-01																															1																																																																					
TCGA-B0-5697-01																															1																																																																					
TCGA-CZ-4866-01																															1																																																																					
TCGA-AK-3429-01																															1																																																																					
TCGA-CZ-4859-01																																		1																																																																		
TCGA-BP-4797-01																																					1																																																															
TCGA-B4-5838-01																																						1																																									1																	1				
TCGA-B0-5080-01																																								1																																																												
TCGA-B0-5109-01																																												1																																																								
TCGA-BP-4781-01																																																		1																																																		
TCGA-BP-4787-01																																																					1																																															
TCGA-AK-3427-01																																																						1																																						1			1					
TCGA-B2-4098-01																																																										1																				1																						
TCGA-B8-A8YJ-01																																																													1																																							
TCGA-B0-4696-01																																																													1																																							
TCGA-BP-4768-01																																																														1																																						
TCGA-B0-4688-01																																																																	1																																			
TCGA-CJ-4893-01																																																																			1																																	
TCGA-AK-3447-01																																																																															1																					
TCGA-AK-3443-01																																																																																	1																			
TCGA-BP-4994-01																																																																																				1																
TCGA-B0-4811-01																																																																																													1							
TCGA-AK-3453-01																																																																																													1							
TCGA-BP-4983-01																																																																																													1							
TCGA-B8-4622-01																																																																																													1							
TCGA-BP-4343-01																																																																																													1							
TCGA-CJ-4891-01																																																																																													1							
TCGA-BP-5178-01																																																																																													1							
TCGA-B0-4837-01																																																																																													1							
TCGA-CJ-5671-01																																																																																													1							
TCGA-A3-3358-01																																																																																													1							
TCGA-AK-3465-01																																																																																															1					
TCGA-CZ-4863-01																																																																																																				
TCGA-DV-5568-01																																																																																																				
TCGA-CJ-4890-01																																																																																																				
TCGA-BP-4331-01																																																																																																				
TCGA-BP-4962-01																																																																																																				
TCGA-BP-4971-01																																																																																																				
TCGA-B4-5834-01																																																																																																				
TCGA-CJ-5683-01																																																																																																				
TCGA-CW-6097-01																																																																																																				
TCGA-BP-4804-01																																																																																																				
TCGA-AK-3461-01																																																																																																				
TCGA-CJ-4904-01																																																																																																				
TCGA-B0-5702-01																																																																																																				
TCGA-A3-3317-01																																																																																																				
TCGA-CJ-4643-01																																																																																																				
TCGA-AK-3456-01																																																																																																				
TCGA-BP-4351-01																																																																																																				
TCGA-B0-4836-01																																																																																																				
