GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
NEB	0.03684562815196535	true	2277	true	Set(APC	any	NEB, APC	any	TP53, ATM	any	TP53)	5.496525766060866
APAF1	0.036833764164312444	true	2291	false	Set(APAF1	any	TP53, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.176061208922286
SIRT1	0.03670674071098018	true	2295	false	Set(ARNT	any	SIRT1, SIRT1	any	TP53, ARNT	any	SMAD4)	4.997263349912415
PLK1	0.03666829332900956	true	2299	false	Set(CCNB1	any	PLK1, CCNB1	any	TP53, ATM	any	TP53)	4.800481577178982
IGFBP3	0.036634584344546806	true	2325	false	Set(PTEN	any	TP53, IGFBP3	any	TP53, PIK3CA	any	PTEN)	5.241735110027801
ATF3	0.03623224015220983	true	2204	false	Set(ATF3	any	SMAD4, SKIL	any	SMAD4, ATF3	any	TP53)	5.564681575577628
CDKN1B	0.03620266221449975	true	2284	true	Set(CCND1	any	RB1, CDKN1B	any	RB1, RB1	any	TP53)	5.127325157258732
RANBP2	0.036076316962346866	true	2242	true	Set(APC	any	TP53, APC	any	RANBP2, APC	any	CTNNB1)	5.5171941050272295
CARM1	0.03596523365323845	true	2255	false	Set(RNF4	any	TP53, CARM1	any	TP53, RNF4	any	SKIL)	5.243200334723994
CBL	0.03596269813680192	true	2260	true	Set(CBL	any	PIK3CA, EGFR	any	TP53, CBL	any	EGFR)	5.680626879749359
FAS	0.03581413161270264	true	2230	true	Set(FAS	any	TP53, ATM	any	RAD50, ATM	any	TP53)	5.040568420103753
SMN1	0.03561536581702063	true	2233	false	Set(AGAP1	any	SMN1, APC	any	TP53, SMN1	any	TP53)	5.0092976315432045
PRDM1	0.03547388206380292	true	2312	true	Set(EGFR	any	TP53, PRDM1	any	TP53, EGFR	any	ERBB2)	4.991922303555128
MLH1	0.03531308425706342	true	2270	true	Set(MLH1	any	TP53, RNF4	any	TP53, RNF4	any	SKIL)	4.999847535198578
PTPRJ	0.03530257777706863	true	2253	false	Set(HGF	any	PTPRJ, HGF	any	TP53, CDH1	any	HGF)	5.392906936856329
EGF	0.0352406405766012	true	2220	false	Set(CDH1	any	EGF, EGF	any	EGFR, EGFR	any	TP53)	5.401482736121862
CHEK2	0.0351689937325706	true	2249	true	Set(CHEK2	any	PLK3, PLK3	any	TP53, ATM	any	TP53)	4.691406617823229
NRXN1	0.03508702311045092	true	2283	true	Set(TP53	any	ZCCHC10, PDZD2	any	ZCCHC10, NRXN1	any	PDZD2)	4.8645377789785975
LRP6	0.034711299947686625	true	2182	false	Set(APC	any	TP53, APC	any	LRP6, APC	any	SYNE1)	5.386313234451659
SETD8	0.03454837500167013	true	2280	false	Set(APC	any	TP53, SETD8	any	TP53, ATM	any	TP53)	5.072259615738866
STEAP3	0.03453581550452589	true	2260	false	Set(STEAP3	any	TP53, RNF4	any	TP53, RNF4	any	SKIL)	4.999847535198578
NUP88	0.03442292660676716	true	2290	false	Set(CD82	any	TP53, CD82	any	NUP88, ATM	any	TP53)	4.197991271234397
TRIAP1	0.034409127434712805	true	2260	false	Set(TP53	any	TRIAP1, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.18626743035924
CX3CL1	0.03425661819675857	true	2271	false	Set(CX3CL1	any	TP53, EGFR	any	TP53, EGFR	any	ERBB2)	5.002608294073453
PTPN12	0.03414445974271407	true	2214	true	Set(APC	any	TP53, CTNNB1	any	PTPN12, APC	any	CTNNB1)	5.433678960911264
DVL2	0.03409259546147253	true	2161	false	Set(PIK3CA	any	RAC1, DVL2	any	TP53, DVL2	any	RAC1)	5.076154615814402
CDH2	0.033760772707146225	true	2224	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, CDH2	any	PIK3CA)	5.428084929334967
LIF	0.033719422420565415	true	2255	false	Set(APC	any	TP53, LIF	any	TP53, ATM	any	TP53)	5.072259615738866
SMAD5	0.03371757418051047	true	2209	false	Set(SMAD4	any	SMAD5, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.7299622920712885
NCK1	0.03370860728355812	true	2174	false	Set(EGFR	any	NCK1, EGFR	any	TP53, EGFR	any	TLN1)	5.26606438939197
PIN1	0.033658892253275174	true	2158	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PIN1	any	TP53)	4.99669819123325
PIAS3	0.033106423695459686	true	2183	false	Set(HDAC2	any	SMAD4, HDAC2	any	TP53, PIAS3	any	SMAD4)	5.646956747860407
CACNA1A	0.0329815468846022	true	2198	false	Set(APC	any	TP53, APC	any	NOTCH1, CACNA1A	any	NOTCH1)	4.998430756704472
PAPPA2	0.03290454125461656	true	2230	false	Set(SERPINE1	any	TP53, PAPPA2	any	SMAD4, SERPINE1	any	SMAD4)	5.239752550724956
PIK3R3	0.03274212442933844	true	2129	false	Set(EGFR	any	TP53, EGFR	any	ERBB2, EGFR	any	PIK3R3)	5.241922303555128
MSH2	0.032559690639643535	true	2158	true	Set(MSH2	any	TP53, EGFR	any	TP53, EGFR	any	ERBB2)	5.3490420322506
OBSCN	0.032487385747071496	true	2200	false	Set(OBSCN	any	RHOA, EPHA2	any	TP53, EPHA2	any	RHOA)	5.420575887762902
STK11	0.03248304712878125	true	2192	true	Set(HDAC2	any	SMAD4, SMAD4	any	STK11, HDAC2	any	TP53)	5.518155767152671
GSTM4	0.032417087878110984	true	2175	false	Set(APC	any	NAV3, APC	any	TP53, GSTM4	any	TP53)	5.018975015736178
CLNK	0.032400810013463344	true	2212	false	Set(CLNK	any	EGFR, EGFR	any	TP53, CLNK	any	ERBB2)	5.251719283997291
