Gene	TP53	NRXN1	SIPA1L1	MACF1	MYO16	CTNNB1	APC	PDZD2	TP63	PIK3CA	VCAN	RHOA	VAV2	CDH1	SMAD4	LRP4	DFNB31	POU4F2	SYNE1	RANBP2	CACNA1A	SMAD2	NAV3	ERBB2	CTNNA1	AR	OBSCN	BZRAP1	CRK	TGFBR1	HGF	ATXN1	CDH2	AKAP13	USP7	NEB	RELN	ATF7IP	GRB2	ERBB3	CTNND1	PRPF40A	ATM	FYN	TTN	RAC1	CNTNAP2	CDC42	DLC1	PIK3R1	SMAD9	DST	PTPRJ	ROCK1	PTPRB	DISC1	ODZ3	RIF1	KAT2B	TNIK	DKK1	PAPPA2	COL1A2	MYH2	FAT4	ABL1	CDC5L	NCK1	SP1	EPHA3	PAK1	TIAM1	TJP1	PTPRC	MAGEB18	NCKAP5	MBD5	TGFBR2	PTEN	NFYC	LAMA4	RANBP10	NOTCH1	RASA1	CNTNAP4	ERBB4	PPP1CA	MTUS2	GPC1	APOB	ANKRD17	EFNA5	MYH10	KIAA1549	XRCC5	EMX1	ZNF512B	PDE4DIP	NUP153	ITGAV	LAMA1	PLXNB3	PREX2	EDNRB	SRC	MAGI2	EGFR	EPHA2	PRKDC	PLXND1	SKIL	TMCO7	DSCAML1	ITGA4	PTPN12	LAMA3	MYH11	IQGAP1	JAK2	MAX	LPA	PLCG1	SPTBN1	MYC	SMAD3	TRIO	NDEL1	ACTN2	NRCAM	PIK3C2B	MED12	ARHGAP6	SDK1	WNK1	THSD7B	ITGB2	ESR2	TAF1	TRRAP	RB1	HSP90AA1	SETDB1	MAP1B	ATN1	VARS2	SLIT2	NAV1	CDKN1A	UBQLN4	EPB41L3	EXOC1	UBE2I	MEOX2	MAGI3	IRS1	HDLBP	FAM123B	TRAF3IP1	CELSR3	CNTN6	ITGAE	NCOR1	NCOA2	SDC4	EPHA4	SOS1	TLN1	ALK	JAK3	ATXN7	ITGAM	ARID4B	ARAP3	SPEN	KRAS	PAPPA	HSPA12A	SMAD1	MLL4	EPHA5	HECW1	IGSF1	ESR1	MYST1	KIRREL	GRIN2B	CKAP5	GHR	GFI1B	HSPG2	MAPK14	AKAP6	LRP2	NCOA3	CHGB	ZBTB16	HTT	NELL1	ARHGEF17	FOXA1
TCGA-BR-A4IY-01	1	1																1																											1																	1																																																																																																			1				1												1																						1	
TCGA-CG-4477-01	1	1																								1							1	1			1								1																										1																																																																																																										1													1										
TCGA-HU-A4GF-01	1	1																									1																																						1																																			1																																																											1																			1																						
TCGA-CD-A48C-01	1	1																																											1														1											1							1																																															1															1	1			1							1																															1																			
TCGA-CD-A489-01	1	1																																											1																																																										1																																																																																																	
TCGA-CD-A4MH-01	1	1																																																																																																																																																																																										1												
TCGA-CG-5718-01	1		1				1																														1																																					1																1												1																																												1																																																						
TCGA-CG-4440-01	1		1																1				1																			1																																		1																																																																																																								1																				
TCGA-BR-A4PE-01	1		1																							1												1							1																																																	1									1																							1																																																															1											
TCGA-CG-4436-01	1		1																																			1							1												1					1	1		1	1				1			1			1										1																																										1																																																				1																				
TCGA-BR-A4QI-01	1		1																																																											1																										1															1																																																																																																	
TCGA-FP-8631-01	1			1					1											1															1										1																																																																																																																																																											
TCGA-CG-4466-01	1			1															1					1												1									1				1						1										1									1																														1																																																																								1																						1		
TCGA-D7-6527-01	1			1																						1																			1													1				1								1														1						1													1	1												1																	1													1														1																1																1						1		
TCGA-BR-8369-01	1			1																													1												1				1																																									1																																																									1													1																					1																			
TCGA-BR-7716-01	1			1																														1	1										1																																																					1					1																																						1										1																																											1						
TCGA-BR-8077-01	1			1																																1													1																																												1																									1																																																						1																					1							
TCGA-BR-A4CS-01	1			1																																																					1					1																																																																																																																											1															
TCGA-FP-A4BF-01	1			1																																																									1											1																																																													1																																																																			
TCGA-BR-4357-01	1				1						1										1																			1					1				1			1										1					1														1																																																				1																										1																																									
TCGA-IN-8462-01	1				1										1																																						1																																	1																																																	1										1																																																	1						
TCGA-BR-6458-01	1				1																		1													1													1															1	1							1																		1								1		1			1																																																																												1								1									1				
TCGA-BR-A4CR-01	1				1																																																																																																																																							1																																																												
TCGA-CG-4469-01	1					1	1								1									1							1			1											1																				1							1		1	1										1	1															1																												1													1																										1														1										1								
TCGA-D7-6822-01	1					1													1												1		1			1									1																																																													1																																								1																																																						
TCGA-CG-5727-01	1					1																	1																						1		1					1	1												1																																																																																																														1					1																				
TCGA-FP-7735-01	1						1			1																														1																																							1																																																1																																																																									
TCGA-HU-8243-01	1						1								1													1																					1																																										1																																										1	1																																																			1															
TCGA-HU-8245-01	1						1										1				1															1																																																																1																																																																										1						1																				
TCGA-BR-6565-01	1						1												1				1																																																														1					1			1						1																											1																																																																										
TCGA-BR-7197-01	1						1												1								1										1								1																																									1														1	1																																																																																																	1		
TCGA-BR-A452-01	1						1												1								1															1			1																		1																		1																																																											1																																																										1		
TCGA-D7-6528-01	1						1												1																										1					1					1																	1				1																																																											1																																	1																									1							
TCGA-CD-8535-01	1						1													1								1																	1																																																								1					1										1																																																											1	1																1				1				
TCGA-F1-6875-01	1						1																																																															1																									1																																																																																						1																			
TCGA-FP-7829-01	1							1							1																														1																																							1									1														1																																																					1																																								
TCGA-D7-6526-01	1							1								1																					1																																												1																	1			1																									1																								1																														1																				
TCGA-BR-7715-01	1							1											1																		1																																																																											1																1			1		1																																																									1										
TCGA-CG-5717-01	1							1																	1																				1																																																																																														1																											1										1																								
TCGA-BR-4183-01	1								1																																				1																																																																																																																																																											
TCGA-D7-6815-01	1									1					1				1																										1																																							1						1																													1							1		1																																																																								
TCGA-D7-5578-01	1									1													1			1										1																											1		1																																																				1																			1																					1					1	1	1																																				
TCGA-B7-5818-01	1									1																											1												1				1							1	1							1																														1			1																	1																1																																														1						1														
TCGA-D7-A4YU-01	1										1	1		1																							1			1					1										1								1									1									1																																																		1		1		1						1																																			1																								
TCGA-FP-8099-01	1										1								1									1									1								1																								1						1																																																																																																																													
TCGA-HU-A4GP-01	1										1																1																																		1																																													1																											1																																																																			
TCGA-BR-A4PF-01	1										1																																		1																																																																																																										1																																																	
TCGA-D7-6520-01	1											1																																	1																																													1																																																																											1																																			
TCGA-D7-6521-01	1											1																																																																						1																									1																																																																																													
TCGA-CD-5799-01	1													1	1																																																																																																																																							1																																																		
TCGA-CD-5813-01	1													1			1																												1														1																											1																	1																																																																	1													1																			
TCGA-D7-6518-01	1													1																																								1																																															1												1																				1																							1																																				1								
TCGA-CD-5804-01	1														1																																1																																		1																																																																										1														1							1																								
TCGA-CG-4449-01	1																1																																																									1																																																																																																																														
TCGA-CD-8531-01	1																	1								1	1	1											1						1		1								1		1								1								1					1	1																																																																																									1						1																										
TCGA-BR-8483-01	1																		1				1					1								1									1							1																																																																1																																																																																				
TCGA-BR-8297-01	1																		1								1				1						1								1		1									1									1											1														1			1																																																																																														1													
TCGA-BR-A4CQ-01	1																		1									1				1											1		1																				1											1																																																																																																			1																									
TCGA-CD-5800-01	1																		1												1														1																																																									1		1																																																		1																										1																				
TCGA-CG-4438-01	1																		1															1																															1																																																								1									1	1		1																																																1																			
TCGA-BR-A4PD-01	1																		1																	1									1		1										1																													1																																																				1								1																																						1																
TCGA-HU-A4GC-01	1																		1																										1													1	1						1																							1																					1																																																	1																						1																				
TCGA-CD-A487-01	1																		1																										1																		1											1																													1																																												1																																																					
TCGA-D7-5579-01	1																		1																										1																																																																																																																																																					1						
TCGA-D7-6818-01	1																		1																																														1																																																				1																													1																1																														1	1			1				
TCGA-BR-7723-01	1																		1																																																								1																																			1																																																																																										
TCGA-BR-7901-01	1																			1			1																																								1									1													1	1																	1																									1															1			1														1											1			1																								1		
TCGA-CG-4444-01	1																					1																							1		1					1													1					1						1														1					1																																																																																	1				1																				
TCGA-CD-8524-01	1																						1					1																	1																																									1							1											1												1																	1									1																																																										
TCGA-D7-6525-01	1																						1																						1																																																					1	1																			1																												1																		1																					1													1		
TCGA-CG-5730-01	1																							1																					1																				1																																			1																																														1																																1										1							1					
TCGA-BR-8295-01	1																										1	1																			1																																			1				1															1																																																																																																			
TCGA-BR-8286-01	1																										1																		1																																							1																			1																				1																																													1																																
TCGA-CG-4300-01	1																										1																		1																																																																																	1																																																																										
TCGA-CD-A48A-01	1																											1									1								1																1									1						1										1																				1																																																							1																																							
TCGA-CD-8530-01	1																											1																	1										1		1																																																																																																			1			1																																	1								
TCGA-BR-8080-01	1																											1																	1																								1					1																																																																																																																														
TCGA-CD-8525-01	1																											1																	1																																																																																			1																																																																								
TCGA-D7-8576-01	1																											1																																																												1																				1								1																	1																																																																			
TCGA-BR-8679-01	1																													1	1														1																				1																					1		1																																															1															1																									1																									
TCGA-HU-A4HD-01	1																																	1											1																																	1																																																						1																																										1																			1							
TCGA-BR-8678-01	1																																			1									1																																																																																																																																																											
TCGA-BR-8289-01	1																																				1								1				1													1														1																											1																																																																																																	
TCGA-BR-8590-01	1																																				1								1																				1																					1																																																																										1																																								
TCGA-IN-7806-01	1																																				1								1																																																								1																																																																																												1							
TCGA-IP-7968-01	1																																												1							1										1																																			1																																			1																																													1																							
TCGA-BR-A4J8-01	1																																												1							1																																		1																																																																					1																																							1						
TCGA-BR-8690-01	1																																												1																				1					1																																																										1			1															1																															1																							
TCGA-CD-8528-01	1																																												1																											1																																																																																								1																								1																
TCGA-D7-6817-01	1																																												1																																1											1															1																																1		1									1										1																				1							1										1				1			
TCGA-BR-A44U-01	1																																												1																																																																																																									1																																																		
TCGA-CD-8526-01	1																																												1																																																																																																																																																				1							
TCGA-BR-8683-01	1																																												1																																																																																																																																																						1					
TCGA-HU-A4GD-01	1																																												1																																																																																																																																																											
TCGA-BR-4366-01	1																																														1							1									1																																																												1																																					1							1																																	
TCGA-BR-6457-01	1																																																1		1														1																																		1																						1																																																																													1		
TCGA-D7-8578-01	1																																																								1																																																																																							1															1																																									
TCGA-D7-6820-01	1																																																																					1																1																																																																																																																		
TCGA-BR-8296-01	1																																																																																																						1																																																																													1																				
TCGA-BR-8486-01	1																																																																																																																																			1																																																																				
TCGA-CG-5732-01	1																																																																																																																																																										1																																													
TCGA-BR-6456-01	1																																																																																																																																																																																		1								1													
TCGA-BR-8682-01	1																																																																																																																																																																																																	1						
TCGA-BR-A4IU-01	1																																																																																																																																																																																																							
TCGA-BR-8484-01	1																																																																																																																																																																																																							
TCGA-BR-4255-01	1																																																																																																																																																																																																							
TCGA-F1-A448-01		1		1								1							1			1											1												1		1						1												1							1	1										1									1																1																											1	1																																1											1								1													
TCGA-BR-6454-01		1								1																1														1			1														1								1																																									1																																	1																																		1																											
TCGA-BR-8485-01		1																	1												1														1																1		1																							1													1				1			1										1																							1																								1																																					
TCGA-HF-7136-01		1																																																																																																																																																			1																																																			
TCGA-CG-4475-01		1																																																																																																																																																																																																						
TCGA-BR-6802-01			1				1		1	1		1						1						1										1									1		1							1	1						1											1																																																																1		1																											1												1															1			1					1		
TCGA-CG-5722-01			1							1									1																										1																																																1					1																																																																																																						
TCGA-BR-6801-01			1																																																																1																																		1																																																																		1																																	
TCGA-BR-4191-01				1			1				1										1		1									1																																														1																										1															1															1																																							1																				1							
TCGA-BR-8284-01				1						1																		1													1				1																																		1																																										1												1																																																																			
TCGA-CD-8529-01				1											1		1			1								1																														1	1																																																		1																																				1																						1																														1			
TCGA-D7-A4YT-01				1																					1							1													1																				1													1																					1																																	1																								1														1																														
TCGA-BR-7959-01					1																		1															1																																																		1																																						1									1																																																																	
TCGA-HU-8249-01					1																					1	1																1		1		1																																		1																																																																																				1		1													1		1										1								
TCGA-D7-8579-01					1																																								1																																																								1																				1																																																							1																							1	
TCGA-BR-4188-01						1						1		1																															1																																																									1																																																																													1				1																	
TCGA-D7-6524-01						1								1					1											1			1																																																																																																								1																																																					1			1							
TCGA-BR-A4J6-01						1									1																																															1																																																																																																																																										
TCGA-HU-A4H5-01						1													1		1																										1																							1						1														1	1			1				1															1																									1									1																				1					1		1			1																							
TCGA-D7-8573-01						1																						1														1	1																																																																																																																											1																																		
TCGA-HU-A4G6-01						1																						1																																					1																		1											1																																																																									1																																	
TCGA-BR-4267-01							1				1				1																					1																																																																																																																																											1										1															
TCGA-BR-6563-01							1					1															1													1																									1																																															1																																																																																								
TCGA-FP-8211-01							1																					1					1																																														1																																										1																																								1																																				1			
TCGA-BR-4369-01							1																																											1																										1																																							1																								1											1																																																		
TCGA-CG-4476-01							1																																												1														1						1	1																													1					1			1	1																							1		1								1																								1																																	
TCGA-CD-5801-01								1		1										1																1									1							1						1												1																1				1	1		1		1																												1																			1																																1							1					1														
TCGA-BR-4253-01								1		1																											1																																										1																									1		1																																																																																														
TCGA-BR-8367-01								1																				1																																																																																																																																																																												
TCGA-HF-7133-01								1																																												1																																																														1																			1										1																																																									
TCGA-BR-A4J2-01									1																			1																																																																																																																1																																																												
TCGA-BR-A4IV-01										1		1		1																																																																																																																																																																																										
TCGA-BR-8366-01										1		1			1					1																									1																																																																								1																																																										1		1																							
TCGA-HU-A4H0-01										1		1												1																														1											1											1																																																																																																																		1										
TCGA-CG-5720-01										1		1													1					1															1												1								1									1																																																						1																																														1					1																					
TCGA-CG-4474-01										1				1																	1														1																																																																																			1																		1																																																						
TCGA-HU-A4G2-01										1					1													1																																																																																																																																																																												
TCGA-BR-6706-01										1						1																								1					1		1																		1							1																															1																1	1															1																									1									1																			1												
TCGA-BR-8686-01										1								1																																														1	1								1																																																																																																																		1													
TCGA-BR-4371-01										1											1	1															1								1								1																1																																		1																									1											1				1																						1																1	1											1							
TCGA-FP-7916-01										1													1																						1																																																																																																																			1																																								
TCGA-BR-8588-01										1														1																					1																																	1																											1																																																							1					1																1	1																		
TCGA-BR-6455-01										1																	1																		1																							1																														1																																																																																																						
TCGA-BR-6707-01										1																	1																																					1															1																																																																1																	1																																								
TCGA-BR-8381-01										1																														1																																							1																																																																																										1										1																1				1	
TCGA-BR-7196-01										1																															1																																																																																			1										1							1																																										1																	
TCGA-D7-5577-01										1																																			1																																		1											1													1								1																																				1																																																					
TCGA-HU-8608-01										1																																			1																																																																										1															1																																																																		
TCGA-BR-8676-01										1																																																					1		1																																																																																														1																																									
TCGA-D7-A4YX-01										1																																																																																											1																									1																																																																										
TCGA-FP-7998-01										1																																																																																																																						1																																																																								
TCGA-CG-4462-01											1											1																																																					1																																																																																																																													
TCGA-D7-A4Z0-01											1																						1								1				1												1						1		1																					1																		1																															1			1																			1																																			1								
TCGA-D7-6522-01												1		1					1																																																											1																																																																																																																										
TCGA-D7-8574-01												1		1						1								1																																																																																																																																																																												
TCGA-BR-A4QM-01												1		1																										1					1																				1																																				1																																																																																																			
TCGA-BR-7722-01												1			1																																																																																					1						1							1																																																																																1							
TCGA-BR-6705-01													1																																		1																																							1				1																																																																																					1	1																1								
TCGA-BR-8370-01														1	1																														1																																									1															1																																																																					1					1																							1		
TCGA-BR-4279-01														1	1																																																																																																																																																																																									
TCGA-D7-8572-01														1		1																															1			1																						1	1																																																																																																			1	1																											
TCGA-BR-8677-01														1																1															1																																																																	1																																																																																										
TCGA-BR-A453-01														1																															1				1						1																			1																																																																					1																																																									
TCGA-BR-8592-01														1																															1																	1																															1																																																																																																											
TCGA-BR-8058-01														1																																																																																																															1																																																																											
TCGA-BR-8364-01														1																																																																																																																																																																																										
TCGA-FP-8210-01														1																																																																																																																																																																																										
TCGA-BR-A44T-01														1																																																																																																																																																																																										
TCGA-BR-4187-01														1																																																																																																																																																																																										
TCGA-BR-7958-01															1																														1																																							1		1																															1								1																																																																											
TCGA-BR-6564-01															1																																																																																																																				1																																																																					
TCGA-CG-5719-01															1																																																																																																																																			1																													1																									
TCGA-CD-5803-01															1																																																																																																																																																																																									
TCGA-CG-4443-01																1				1							1																																																																																																							1																																																																						
TCGA-CD-5798-01																1																											1		1																																																																					1																																				1																									1												1													
TCGA-CG-4437-01																			1	1	1											
