	TP53	PIK3CA	MYC	CCND1	ERBB2	PIK3R1	MAX	ITIH1	RB1	CDH1	EGFR	MCL1	MYST1	NLRC4	BRCA1	CTNNB1	PTEN	TYRP1	RNASEN	ERBB3	FOXA1	ATXN1	CDKN1B	APC	VAV2	GCN1L1	VCAN	TERT	SP1	SUPT6H	E2F1	ANKS1B	CRK	AKT1	MYB	ATM	IKBKB	CDC42	ONECUT1	CTNNA1	IREB2	MAPK14	CCNE1	ABL1	AGAP2	PDGFRB	SMAD4	RHOA	SETDB1	PRDM1	AR	MAP3K1	IGF1R	TTN	HDAC1	ESR1	GRB2	SMAD3	SOS1	MTOR	TNIK	PLCG1	GATA3	NCOR1	FYN	ITGB4	MACF1	TAF4B	SMAD2	RAC1	ERBB4	JAK1	ITGB3	SRC	NRXN1	MAPK6	NFKB1	RELN	MET	CACNA1A	MYO16	TRRAP	TNS3	DISC1	NFYC	CHD3	JUN	ITGA6	NCK1	RIF1	PAK1	JAK2	OMA1	NRCAM	IRS4	RANBP2	SIPA1L1	COL18A1	ITGB2	MAGI3	INTS4	PMS2	APOB	HSPA12A	PTPN12	HUWE1	DAB1	ITGAM	CDKN1A	PDZD2	SMAD9	CDC5L	SYNE1	MLL3	SETD7	CHGB	HGS	EPB41L1	ATN1	DST	MAP2K4	ESR2	TSC22D1	NOTCH1	TK1	DLG1	CREBBP	PTPRB	STAT3	ATXN7	PPP1CA	DSCAML1	TAF1	TSC2	HTT	NEB	PLXNB3	LPA	BCAR1	BARD1	PTPRJ	USP7	CDKN2A	UBQLN4	TBC1D4	GRIN2B	JAK3	AKAP13	TLN1	TRAF6	UBE2I	CELSR3	GFI1B	LRP1	ATR	PLK3	DMD	STAT6	CRMP1	WNK1	SPEN	KDR	MAGI2	PTPRG	ITGAV	MRE11A	ITGB1	BCAR3	CTNND1	SMAD5	SF3B1	LYN	SKIL	NBN	DNTT	ZFP36L1	PPARG	ABL2	CREB1	SYNGAP1	GSK3B	PRKDC	REL	NOTCH3	ZHX1	ATF7IP	AXIN1	GRIN2A	MEGF8	SIN3A	GOLGA2	TRIM28	TGFA	EGF	ARNT	RANBP10	PLXND1	NEDD9	PRPF40A	TOPBP1
808	18	-1	16	-1	-1	138	9	-1	55	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	105	-1	-1	114	58	-1	-1	-1	109	-1	-1	-1	31	-1	-1	-1	140	-1	-1	-1	6	-1	-1	21	-1	89	84	126	-1	-1	-1	-1	-1	-1	65	-1	42	7	-1	-1	26	44	-1	-1	78	151	-1	-1	15	192	-1	135	-1	96	-1	118	-1	-1	43	-1	-1	-1	-1	20	106	-1	-1	-1	103	181	185	71	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	50	-1	123	-1	-1	-1	149	-1	117	1	-1	161	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	-1	0	-1	168	-1	150	-1	-1	-1	-1	-1	124	-1	-1	-1	-1	-1	-1	-1	189	-1	-1	-1	-1	74	-1	-1	-1	-1	80	-1	-1	-1	-1	13	-1	-1	-1	-1
809	152	-1	171	-1	-1	-1	29	-1	104	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	134	64	80	-1	-1	-1	-1	-1	-1	120	-1	58	22	-1	-1	-1	154	-1	-1	-1	175	-1	141	-1	56	-1	-1	-1	-1	-1	-1	98	-1	-1	-1	39	-1	-1	-1	-1	68	-1	-1	63	-1	-1	-1	182	142	-1	-1	183	105	-1	180	-1	-1	-1	188	-1	-1	-1	102	69	51	-1	-1	160	-1	71	-1	-1	-1	-1	-1	-1	-1	-1	156	-1	-1	-1	-1	-1	-1	-1	-1	62	-1	18	136	-1	-1	-1	-1	-1	-1	57	38	-1	1	-1	43	-1	-1	-1	-1	-1	-1	-1	199	-1	-1	-1	-1	139	-1	-1	-1	-1	59	-1	123	-1	-1	90	-1	-1	-1	153	116	-1	-1	185	-1	-1	-1	-1	-1	-1	-1	173	-1	-1	-1	-1	-1	-1	-1	-1	-1	73	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	176	-1	-1	-1	-1	-1	-1	-1	-1
810	111	-1	33	-1	-1	113	9	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	127	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	125	-1	-1	-1	-1	38	-1	197	-1	15	-1	-1	4	179	-1	-1	-1	157	-1	-1	-1	-1	35	-1	-1	-1	49	20	-1	-1	79	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	-1	-1	-1	-1	147	-1	-1	-1	130	-1	91	-1	-1	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	134	-1	-1	-1	7	-1	109	146	-1	-1	-1	-1	-1	-1	51	66	-1	31	47	-1	2	-1	131	100	-1	-1	-1	-1	-1	71	42	-1	-1	-1	-1	-1	-1	-1	70	13	174	-1	-1	-1	-1	-1	-1	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	-1	-1	-1	-1	-1	-1	89	-1	141	-1	148	-1	-1	-1	-1	-1	-1	-1	175	-1	-1	-1	-1	-1	-1	-1	-1	-1
811	143	180	134	-1	-1	123	130	-1	106	-1	20	-1	-1	-1	-1	140	-1	-1	-1	-1	-1	63	44	183	-1	-1	-1	73	-1	-1	64	-1	58	166	4	28	-1	99	-1	90	-1	-1	-1	18	-1	94	84	77	-1	-1	-1	-1	-1	-1	164	-1	53	-1	-1	83	-1	22	-1	-1	48	176	-1	-1	162	-1	-1	-1	-1	121	-1	50	-1	-1	-1	33	-1	-1	-1	-1	-1	137	-1	0	141	-1	24	152	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	1	-1	61	34	-1	-1	-1	151	29	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	158	186	-1	-1	-1	-1	-1	75	-1	-1	118	-1	88	-1	173	-1	-1	-1	-1	-1	-1	177	-1	-1	-1	157	42	-1	87	-1	-1	-1	21	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	156	122	-1	169	-1	-1	-1	-1	51	-1
812	58	-1	-1	-1	-1	15	193	-1	88	-1	71	-1	-1	-1	-1	-1	-1	-1	145	198	-1	122	-1	8	171	-1	-1	138	-1	-1	-1	-1	56	-1	-1	-1	-1	176	-1	-1	-1	121	-1	17	-1	-1	112	-1	44	-1	-1	-1	-1	-1	-1	-1	22	14	62	-1	-1	144	-1	-1	70	-1	-1	-1	65	-1	-1	-1	140	113	-1	20	-1	-1	-1	13	-1	-1	-1	156	-1	67	93	-1	16	-1	197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	84	153	-1	3	-1	-1	-1	-1	-1	167	-1	-1	-1	-1	143	-1	66	-1	-1	-1	-1	-1	-1	-1	-1	89	-1	-1	-1	-1	-1	-1	196	90	134	-1	-1	-1	-1	98	-1	33	-1	-1	-1	182	169	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	24	-1	91	-1	48	-1	-1	12	-1	-1	-1	-1	26	-1	-1	185	38	61	-1	-1	75	-1
813	-1	-1	15	73	20	-1	70	-1	-1	-1	79	-1	-1	-1	-1	166	-1	-1	-1	-1	-1	65	82	-1	192	-1	-1	-1	-1	-1	-1	-1	140	63	-1	-1	-1	-1	-1	143	-1	-1	-1	23	-1	-1	7	141	-1	-1	185	-1	122	-1	-1	-1	43	13	30	-1	-1	-1	-1	-1	75	-1	-1	-1	6	-1	115	-1	150	194	-1	17	198	-1	-1	126	-1	-1	-1	-1	81	-1	118	-1	106	-1	-1	-1	-1	170	-1	-1	-1	-1	-1	117	-1	-1	-1	-1	55	-1	19	-1	-1	-1	49	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	58	-1	-1	9	-1	-1	-1	-1	31	134	159	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	29	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	-1	-1	-1	-1	173	-1	-1	-1	93	-1	-1	-1	-1	-1	175	-1	-1	-1	-1	128	-1	-1	21	-1	-1	47	-1	-1	-1	-1	-1	-1
814	-1	40	-1	157	36	6	-1	-1	-1	124	109	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	154	141	-1	-1	-1	155	-1	150	-1	11	59	-1	-1	143	35	-1	-1	-1	46	-1	17	-1	-1	115	168	-1	-1	170	-1	-1	-1	-1	-1	15	31	57	-1	-1	156	-1	-1	33	-1	-1	-1	74	-1	-1	50	-1	25	-1	-1	133	-1	-1	146	-1	-1	-1	69	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	39	-1	-1	-1	-1	-1	-1	96	-1	-1	23	112	190	29	-1	-1	-1	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	123	-1	180	-1	-1	65	-1	-1	98	-1	-1	-1	-1	-1	137	-1	-1	-1	-1	53	-1	-1	-1	185	-1	-1	99	-1	-1	-1	-1	-1	-1	-1	139	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	66	-1	-1	-1	88	-1
815	26	173	64	-1	-1	6	15	-1	-1	-1	119	-1	-1	-1	-1	-1	77	-1	-1	-1	-1	157	-1	81	133	-1	-1	-1	-1	-1	-1	-1	14	12	-1	-1	142	69	-1	41	-1	153	-1	71	-1	-1	158	105	-1	-1	-1	-1	-1	-1	-1	-1	31	-1	116	-1	-1	62	189	-1	63	154	-1	-1	94	49	-1	32	-1	115	-1	194	-1	58	-1	99	-1	-1	-1	72	53	-1	-1	-1	5	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	-1	-1	-1	-1	-1	-1	28	196	20	24	-1	-1	-1	-1	17	-1	-1	-1	-1	86	-1	-1	16	-1	-1	-1	74	122	-1	-1	-1	163	-1	-1	-1	-1	44	-1	-1	7	-1	29	104	-1	25	-1	-1	-1	147	-1	-1	-1	-1	-1	-1	-1	75	-1	-1	-1	-1	155	-1	-1	195	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	73	-1	-1	-1	-1	-1	-1	-1	-1	-1
816	4	-1	-1	-1	-1	133	-1	-1	-1	-1	48	-1	-1	-1	-1	152	-1	-1	-1	-1	30	14	84	188	-1	-1	-1	134	-1	-1	-1	-1	41	168	100	-1	-1	143	-1	112	-1	-1	-1	101	-1	74	63	24	-1	176	-1	-1	-1	-1	-1	88	38	13	58	-1	-1	-1	-1	-1	83	-1	-1	-1	27	-1	199	-1	120	182	-1	-1	-1	-1	-1	-1	-1	-1	-1	66	-1	155	-1	-1	52	-1	-1	-1	-1	-1	-1	103	-1	5	-1	-1	-1	-1	-1	-1	181	-1	-1	-1	-1	-1	54	-1	-1	-1	-1	-1	166	-1	-1	196	-1	37	-1	-1	20	-1	-1	-1	-1	-1	69	-1	-1	-1	80	-1	-1	-1	-1	-1	-1	109	-1	29	-1	-1	-1	131	-1	171	-1	39	154	-1	34	47	-1	140	-1	-1	-1	-1	-1	-1	117	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	123	73	-1	-1	-1	-1	40	-1	-1	-1	-1	19	-1	-1	33	-1
817	53	-1	123	-1	-1	64	139	-1	65	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	117	-1	-1	-1	-1	-1	-1	-1	-1	36	119	-1	-1	-1	76	-1	-1	-1	183	-1	74	-1	-1	121	106	-1	-1	31	-1	-1	-1	-1	-1	39	127	-1	-1	-1	105	96	-1	77	-1	190	-1	18	192	-1	-1	-1	195	-1	25	-1	-1	-1	147	-1	-1	-1	111	-1	-1	94	-1	128	-1	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	22	-1	38	29	-1	-1	-1	-1	82	-1	-1	184	56	88	-1	-1	137	-1	124	-1	-1	91	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	196	109	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	40	-1	-1	9	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	63	-1
818	-1	47	46	150	3	188	148	-1	-1	-1	-1	-1	-1	-1	-1	199	-1	-1	-1	20	-1	119	-1	115	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	21	-1	-1	190	-1	-1	-1	-1	-1	79	-1	-1	106	138	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	48	-1	-1	-1	-1	-1	126	-1	44	-1	110	-1	-1	108	35	121	-1	-1	-1	-1	-1	34	-1	-1	-1	116	-1	-1	-1	-1	140	-1	70	-1	0	24	-1	-1	-1	-1	-1	19	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	64	129	-1	-1	-1	171	-1	-1	-1	-1	-1	71	-1	137	38	-1	-1	-1	-1	-1	143	25	-1	-1	-1	-1	36	-1	-1	-1	124	-1	-1	156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	-1	136	-1	166	-1	-1	61	-1	-1	158	-1	-1	-1	107	-1	-1	-1	-1	-1	17	-1	127	-1	-1	-1	-1	130	97	-1	-1	-1	165	13	-1	-1	54	-1
819	89	28	52	-1	169	117	174	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	-1	-1	15	131	90	-1	84	39	-1	-1	-1	-1	-1	-1	-1	10	5	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	18	17	6	-1	14	-1	-1	-1	-1	183	23	35	42	-1	148	-1	-1	-1	184	-1	20	-1	-1	152	-1	-1	63	144	197	194	12	113	-1	87	-1	-1	-1	105	-1	83	-1	-1	60	-1	172	-1	-1	-1	-1	86	-1	-1	49	-1	-1	-1	-1	-1	-1	-1	68	69	-1	-1	61	-1	-1	-1	-1	-1	-1	-1	-1	-1	191	0	-1	-1	164	-1	-1	97	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	126	-1	36	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	160	-1	123	-1	-1	-1	-1	-1	-1	-1	-1	107	-1	-1	121	-1	-1	-1	-1	29	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	159	-1	-1	-1	11	-1	-1	-1	54	-1
820	95	-1	-1	-1	157	19	-1	-1	-1	-1	89	-1	-1	-1	-1	29	-1	-1	-1	51	-1	23	-1	38	-1	-1	-1	-1	168	-1	-1	-1	5	40	-1	-1	-1	179	-1	-1	-1	82	-1	21	-1	-1	61	60	-1	-1	185	-1	-1	-1	-1	-1	41	20	-1	-1	153	172	-1	-1	97	-1	-1	-1	12	126	125	-1	-1	176	-1	43	-1	-1	-1	24	-1	-1	-1	14	-1	-1	-1	127	102	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	122	-1	-1	-1	47	-1	-1	-1	-1	63	-1	-1	6	64	-1	91	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	-1	-1	-1	32	75	-1	-1	-1	-1	-1	-1	72	-1	-1	-1	-1	-1	-1	-1	-1	163	37	-1	-1	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	2	-1	-1	-1	-1	109	-1	-1	-1	-1	148	-1	-1	52	-1
821	52	-1	38	173	-1	26	167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	49	-1	-1	-1	-1	-1	125	-1	-1	-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	24	-1	-1	151	29	-1	-1	-1	-1	-1	-1	-1	163	50	37	76	-1	-1	118	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	98	-1	-1	-1	-1	40	127	-1	-1	-1	-1	-1	51	-1	-1	111	-1	-1	156	-1	-1	-1	-1	-1	-1	105	-1	-1	-1	138	-1	-1	-1	-1	-1	-1	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	187	-1	-1	-1	-1	-1	100	-1	-1	59	-1	-1	-1	-1	-1	133	-1	-1	-1	-1	94	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	-1	-1	-1	78	-1	-1	-1	-1	81	-1	-1	-1	-1	-1	-1	-1	16	83	-1	-1	-1	-1	-1	-1	20	-1
822	-1	47	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	116	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	84	150	-1	-1	-1	-1	-1	-1	-1	6	-1	97	-1	74	98	-1	55	-1	-1	-1	-1	-1	23	-1	67	-1	-1	8	-1	-1	21	-1	112	-1	-1	91	-1	-1	-1	72	30	39	-1	32	-1	9	36	-1	-1	195	-1	-1	-1	-1	22	-1	16	-1	-1	-1	-1	-1	103	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	66	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	54	-1	-1	154	-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	61	-1	-1	-1	-1	-1	-1	31	29	-1	57	-1	-1	187	-1	-1	88	-1	-1	-1	-1	13	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	49	-1	-1	-1	-1	85	-1	-1	-1	59	-1	-1	-1	80	-1
823	-1	190	96	-1	60	18	11	-1	-1	-1	108	-1	-1	-1	-1	14	-1	-1	-1	13	-1	37	-1	21	53	-1	-1	-1	-1	-1	-1	-1	85	112	-1	-1	-1	172	-1	-1	-1	147	-1	38	-1	-1	39	-1	4	-1	-1	-1	-1	-1	-1	-1	36	155	-1	74	-1	80	-1	-1	68	-1	-1	-1	-1	83	197	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	179	8	6	61	-1	-1	30	-1	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	65	-1	-1	-1	-1	25	-1	-1	56	-1	-1	-1	42	-1	-1	-1	-1	-1	-1	-1	130	-1	-1	-1	94	-1	-1	173	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	79	-1	-1	-1	-1	-1	-1	157	-1	-1	44	101	-1	-1	-1	-1	-1	-1	-1	121	-1	-1	-1	-1	20	139	-1	-1	-1	12	115	-1	-1	-1	180	-1	-1	-1	-1
824	7	20	154	-1	-1	81	15	-1	114	-1	-1	-1	98	-1	-1	108	-1	-1	12	-1	-1	25	-1	63	41	-1	-1	148	152	-1	-1	-1	22	-1	94	-1	-1	109	-1	122	-1	43	-1	38	-1	-1	79	5	-1	-1	-1	-1	-1	-1	-1	-1	39	180	-1	169	136	-1	-1	-1	163	-1	-1	-1	181	92	-1	52	33	-1	-1	-1	-1	192	-1	27	-1	-1	-1	74	103	66	-1	-1	-1	-1	83	-1	-1	-1	-1	187	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	67	-1	-1	-1	-1	133	-1	124	-1	-1	151	-1	-1	184	-1	-1	-1	-1	37	-1	-1	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	51	-1	-1	-1	168	-1	134	-1	-1	-1	-1	-1	-1	137	-1	-1	-1	-1	176	-1	-1	-1	29	-1	-1	-1	19	-1	-1	-1	-1	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	36	-1	-1	-1	-1	-1	-1	-1	155	-1
825	23	36	-1	-1	-1	13	-1	-1	-1	83	26	-1	-1	-1	-1	184	-1	-1	42	-1	-1	40	-1	124	-1	-1	-1	-1	68	-1	-1	-1	85	12	-1	-1	-1	160	-1	73	-1	-1	-1	194	-1	-1	170	74	15	-1	-1	-1	-1	-1	103	94	45	-1	-1	0	-1	-1	-1	-1	80	-1	25	-1	190	-1	-1	-1	143	121	-1	-1	-1	-1	106	165	-1	-1	-1	123	-1	-1	-1	-1	32	-1	-1	64	-1	22	-1	-1	-1	-1	-1	28	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	92	52	-1	1	41	-1	181	-1	-1	-1	55	-1	-1	-1	-1	-1	91	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	133	-1	-1	-1	-1	-1	87	-1	-1	-1	-1	-1	192	-1	-1	-1	-1	104	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	-1	-1	93	-1	-1	-1	21	-1	-1	-1	38	66	-1	-1	-1	-1
826	135	-1	-1	-1	-1	95	-1	-1	-1	63	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	48	196	194	3	-1	-1	-1	-1	-1	-1	180	-1	123	166	60	-1	-1	94	-1	-1	-1	-1	-1	152	-1	99	83	175	36	-1	-1	-1	-1	-1	89	184	74	21	-1	-1	-1	-1	-1	-1	165	-1	-1	-1	8	-1	-1	-1	-1	72	-1	28	45	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	39	111	185	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	138	101	-1	51	-1	-1	147	-1	0	-1	-1	31	-1	-1	-1	-1	61	-1	-1	-1	-1	-1	88	-1	-1	129	-1	-1	-1	-1	-1	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	199	-1	-1	-1	40	-1	-1	-1	-1	97	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	11	-1	-1	-1	144	150	-1	-1	29	-1
827	-1	157	32	-1	85	36	180	-1	-1	-1	125	-1	-1	-1	-1	198	-1	-1	-1	35	-1	17	92	193	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	93	-1	-1	-1	91	-1	-1	-1	13	-1	-1	108	-1	-1	-1	-1	-1	69	-1	-1	-1	-1	46	-1	-1	84	-1	-1	-1	129	167	49	-1	110	152	-1	101	124	16	-1	74	-1	-1	-1	24	-1	-1	-1	-1	12	96	141	-1	-1	-1	-1	87	-1	-1	73	-1	-1	-1	77	-1	-1	-1	-1	187	-1	-1	-1	-1	-1	-1	-1	105	40	-1	-1	-1	-1	76	4	68	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	115	-1	-1	185	-1	-1	-1	-1	-1	26	-1	-1	119	137	-1	-1	131	-1	159	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	-1	-1	-1	158	155	-1	-1	132	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1
828	41	35	-1	75	-1	70	-1	-1	-1	-1	10	-1	-1	-1	68	141	-1	-1	-1	-1	121	77	-1	2	135	-1	-1	-1	36	-1	-1	-1	46	-1	-1	52	-1	21	-1	76	-1	-1	-1	9	-1	32	147	38	90	-1	-1	-1	-1	-1	-1	-1	17	131	-1	-1	80	83	-1	-1	73	-1	101	-1	23	55	-1	49	-1	128	-1	188	-1	-1	-1	5	-1	-1	-1	197	-1	-1	93	-1	12	-1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	-1	-1	-1	-1	53	-1	-1	-1	-1	191	-1	-1	-1	162	-1	16	-1	-1	-1	-1	-1	170	109	20	139	-1	-1	-1	56	6	-1	-1	-1	-1	-1	-1	-1	-1	102	-1	-1	-1	-1	-1	181	61	175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	108	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	-1	-1	-1	122	-1	-1	140	-1	-1	-1	-1	63	-1
829	-1	-1	31	-1	51	90	161	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	115	-1	15	18	-1	-1	97	-1	-1	-1	-1	71	26	-1	-1	-1	144	-1	-1	-1	-1	-1	124	-1	-1	14	32	-1	-1	28	-1	-1	-1	-1	179	40	-1	52	-1	19	93	-1	-1	103	-1	145	-1	-1	-1	-1	-1	197	175	-1	156	-1	-1	-1	30	-1	-1	160	55	117	192	133	-1	4	-1	139	-1	-1	-1	-1	-1	-1	-1	109	-1	-1	-1	119	-1	-1	-1	-1	33	-1	-1	24	87	-1	-1	-1	-1	149	-1	60	-1	-1	67	-1	9	-1	-1	-1	-1	-1	88	-1	-1	-1	-1	-1	-1	-1	47	-1	-1	-1	101	-1	-1	-1	-1	92	-1	-1	-1	113	-1	-1	-1	-1	-1	-1	-1	46	189	-1	-1	-1	-1	-1	-1	-1	182	-1	-1	-1	-1	178	-1	-1	-1	-1	-1	84	-1	110	-1	49	-1	-1	-1	-1	-1	-1	-1	6	77	-1	-1	-1	-1	-1	-1	29	-1
830	128	151	71	126	-1	14	52	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	-1	-1	-1	-1	104	115	164	15	-1	-1	-1	-1	-1	-1	-1	55	42	-1	-1	-1	83	-1	43	-1	98	-1	17	77	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	195	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	22	54	-1	149	-1	120	-1	165	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	67	143	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	114	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	61	-1	-1	-1	-1	-1	-1	-1	107	-1	-1	-1	-1	-1	-1	-1	144	-1	-1	-1	-1	-1	50	24	-1	129	-1	-1	169	-1	-1	-1	-1	-1	85	-1	33	46	-1	-1	65	-1	-1	62	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	103	-1	186	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	94	64	-1	-1	-1	92	-1
