Gene	TP53	ATM	EGFR	APC	CTNNB1	VCAN	NFYC	STK11	SIK1	ERBB2	MET	TFDP1	SMAD4	SMARCA4	MAX	USP7	CDC42	TTC5	BRCA1	CASP1	LAMA4	CASP3	HGF	APAF1	MDM2	SH2D1A	BCL2L1	MYC	CSE1L	BARD1	ATF2	MACF1	CHD3	PRKDC	GRB2	DST	RB1	BCL6	RAC1	MLH1	E2F1	SP1	SERPINB5	RIF1	ZHX1	PIK3CA	MAPK14	ATR	NGFR	ATF7IP	JUN	XRCC6	NLRC4	TRIAP1	NRXN1	DYRK2	TRRAP	KAT2B	PMS2	SKIL	GSK3B	NAV3	PPP1CA	HIF1A	ANXA7	PAK1	PRMT5	ANKS1B	TSC2	CDK4	NFYB	BAX	SETDB1	XRCC5	HTT	RBBP8	CASP10	IGFBP3	PPP1R13L	KRAS	MMP2	UBE2I	PTEN	PTPRB	MYO16	ESR2	ANXA3	ERBB3	ERBB4	PTPRC	SMYD2	DVL2	MTOR	CASP6	BMP1	CEBPZ	PRKAB1	DUSP5	IRS4	SORT1
Rank	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0
GeneName	TP53	ATM	EGFR	APC	CTNNB1	VCAN	NFYC	STK11	SIK1	ERBB2	MET	TFDP1	SMAD4	SMARCA4	MAX	USP7	CDC42	TTC5	BRCA1	CASP1	LAMA4	CASP3	HGF	APAF1	MDM2	SH2D1A	BCL2L1	MYC	CSE1L	BARD1	ATF2	MACF1	CHD3	PRKDC	GRB2	DST	RB1	BCL6	RAC1	MLH1	E2F1	SP1	SERPINB5	RIF1	ZHX1	PIK3CA	MAPK14	ATR	NGFR	ATF7IP	JUN	XRCC6	NLRC4	TRIAP1	NRXN1	DYRK2	TRRAP	KAT2B	PMS2	SKIL	GSK3B	NAV3	PPP1CA	HIF1A	ANXA7	PAK1	PRMT5	ANKS1B	TSC2	CDK4	NFYB	BAX	SETDB1	XRCC5	HTT	RBBP8	CASP10	IGFBP3	PPP1R13L	KRAS	MMP2	UBE2I	PTEN	PTPRB	MYO16	ESR2	ANXA3	ERBB3	ERBB4	PTPRC	SMYD2	DVL2	MTOR	CASP6	BMP1	CEBPZ	PRKAB1	DUSP5	IRS4	SORT1
TCGA-78-7536-01	1							1												1		1	1																																												1																																	
TCGA-75-7031-01	1							1															1																																																																													
TCGA-55-8092-01	1							1																1									1						1							1																													1																					1				
TCGA-55-7574-01	1							1																							1															1											1																																											
TCGA-55-8299-01	1							1																												1																					1																							1																				
TCGA-49-4487-01	1							1																												1																																																																
TCGA-75-5146-01	1							1																												1																																																																
TCGA-73-4670-01	1							1																															1																					1										1										1					1															
TCGA-97-8179-01	1							1																																															1																									1																				
TCGA-44-6144-01	1							1																																																	1																																											
TCGA-62-A471-01	1							1																																																													1																			1												
TCGA-78-7535-01	1							1																																																																																												
TCGA-97-8175-01	1									1				1																																																																																						
TCGA-38-4630-01	1									1							1										1											1																						1																																								
TCGA-44-3396-01	1									1									1																	1														1																				1																														
TCGA-69-A59K-01	1									1																										1																																																1																
TCGA-78-7154-01	1									1																														1																	1					1																																						
TCGA-44-A47G-01	1										1																	1																																																																								
TCGA-55-6712-01	1										1																												1																																																													
TCGA-49-4505-01	1											1																																																		1																		1	1																			
TCGA-49-6767-01	1												1	1							1															1																										1																							1				1	1										
TCGA-91-6848-01	1												1				1																																										1			1																																						
TCGA-86-8279-01	1												1									1										1				1														1																																				1				1										
TCGA-44-2662-01	1												1																			1												1																		1										1																												
TCGA-MP-A4TC-01	1												1																															1																																									1															
TCGA-J2-A4AD-01	1													1							1	1																																																																							1							
TCGA-86-8585-01	1													1															1					1																																																																		
TCGA-35-5375-01	1													1																		1					1																															1																						1										
TCGA-78-8660-01	1													1																				1																																																													1					
TCGA-MP-A4TA-01	1													1																																									1																																			1										
TCGA-86-7711-01	1													1																																																																																						
TCGA-50-6594-01	1														1																																																																					1						1										
TCGA-50-5045-01	1															1								1												1																										1																												1										
TCGA-05-4426-01	1															1													1																																																																							
TCGA-44-6774-01	1															1																											1								1									1		1																						1															1	
TCGA-75-5147-01	1																1																				1																																																															
TCGA-50-6592-01	1																	1																				1								1														1																																								
TCGA-55-7724-01	1																	1																												1																1																																						
TCGA-55-6979-01	1																	1																																																																																		
TCGA-17-Z042-01	1																		1		1															1	1																		1							1						1												1																				
TCGA-97-7554-01	1																		1							1																			1					1																														1													1						1	
TCGA-55-8208-01	1																		1															1			1																																																															
TCGA-91-8499-01	1																		1																									1														1																									1																	
TCGA-50-6593-01	1																		1																																																																																	
TCGA-38-4632-01	1																			1			1																					1											1							1																												1										
TCGA-64-5778-01	1																				1														1																																													1					1				1											
TCGA-50-5931-01	1																				1															1		1																						1																																								
TCGA-99-7458-01	1																				1															1																			1																									1					1														1	
TCGA-91-6836-01	1																				1																	1																			1					1																		1					1				1											
TCGA-62-8399-01	1																					1	1									1												1						1																																																		
TCGA-17-Z030-01	1																						1							1		1																														1																						1																
TCGA-05-5428-01	1																						1									1		1						1																																													1															
TCGA-55-8205-01	1																						1											1		1		1																			1																1		1										1															
TCGA-55-7283-01	1																						1											1		1																										1																		1																				
TCGA-55-8094-01	1																						1													1																			1							1																		1						1														
TCGA-05-4420-01	1																						1													1																			1																																					1								
TCGA-44-2659-01	1																						1													1																			1																																													
TCGA-17-Z061-01	1																						1														1							1																																														1										
TCGA-55-7914-01	1																							1																																																								1																				
TCGA-44-2668-01	1																										1																			1		1							1															1										1																				
TCGA-78-7150-01	1																										1																					1				1														1										1																								
TCGA-55-8614-01	1																										1																																																																	1								
TCGA-86-7954-01	1																												1																																									1															1															
TCGA-MN-A4N5-01	1																													1		1		1				1																																1										1																				
TCGA-55-8616-01	1																													1			1												1																																			1																			1	
TCGA-17-Z053-01	1																														1																										1																																						1					
TCGA-55-8301-01	1																															1	1																																																																			
TCGA-MP-A4T4-01	1																															1		1																					1							1																		1																				
TCGA-69-7974-01	1																															1				1									1																																			1									1											
TCGA-95-7562-01	1																															1					1									1																				1														1									1											
TCGA-35-4122-01	1																															1												1																		1																																						
TCGA-55-A48X-01	1																															1																																																																				
TCGA-17-Z028-01	1																																1	1																					1							1			1			1							1									1					1	1										
TCGA-17-Z043-01	1																																1			1								1				1																																																				
TCGA-17-Z033-01	1																																1																				1																											1																				
TCGA-86-8056-01	1																																	1			1																		1							1																		1																				
TCGA-MN-A4N1-01	1																																	1																												1																1																						
TCGA-17-Z021-01	1																																	1																																																							1				1							
TCGA-55-8204-01	1																																	1																																																																		
TCGA-55-7903-01	1																																	1																																																																		
TCGA-L4-A4E5-01	1																																			1	1													1												1																													1									
TCGA-97-7553-01	1																																			1	1																													1																																		
TCGA-44-6778-01	1																																			1														1																										1					1			1					1		1									
TCGA-05-4430-01	1																																			1																					1																																											
TCGA-91-6831-01	1																																			1																								1																																								
TCGA-97-A4M0-01	1																																			1																										1									1			1						1																		1		
TCGA-17-Z027-01	1																																			1																																																	1															
TCGA-44-6775-01	1																																				1																					1																																										
TCGA-17-Z057-01	1																																				1																															1																																
TCGA-64-1677-01	1																																					1								1		1									1			1		1																																						
TCGA-95-8494-01	1																																					1																																																														
TCGA-55-7726-01	1																																						1																																				1					1																				
TCGA-86-7953-01	1																																										1																																					1																				
TCGA-78-7145-01	1																																											1																																1				1																				
TCGA-78-7149-01	1																																											1																																																								
TCGA-17-Z020-01	1																																												1																																			1																				
TCGA-73-7499-01	1																																													1				1																															1																			
TCGA-44-5643-01	1																																													1																																																						
TCGA-44-5645-01	1																																													1																																																						
TCGA-44-6777-01	1																																														1																					1												1									1											
TCGA-44-7667-01	1																																															1			1											1																						1	1			1	1											
TCGA-97-7938-01	1																																																	1																														1																				
TCGA-55-A491-01	1																																																			1																													1							1		1										
TCGA-75-5125-01	1																																																			1																																																
TCGA-49-4514-01	1																																																						1							1																																						
TCGA-05-4405-01	1																																																								1																														1												1	
TCGA-50-5941-01	1																																																													1																		1																			1	
TCGA-55-8621-01	1																																																													1																																						
TCGA-55-7727-01	1																																																													1																																						
TCGA-91-A4BC-01	1																																																																			1																1																
TCGA-99-8033-01	1																																																																				1											1				1												1				
TCGA-55-A493-01	1																																																																								1						1																					
TCGA-05-4433-01	1																																																																											1				1																				
TCGA-44-6145-01	1																																																																															1	1												1							
TCGA-93-A4JO-01	1																																																																															1																				
TCGA-78-7540-01	1																																																																															1																				
TCGA-55-7911-01	1																																																																															1																				
TCGA-62-A46R-01	1																																																																															1																				
TCGA-35-4123-01	1																																																																																												1							
TCGA-97-7937-01	1																																																																																																		1	
TCGA-44-2666-01	1																																																																																																			
TCGA-97-A4LX-01	1																																																																																																			
TCGA-95-8039-01	1																																																																																																			
TCGA-55-7227-01	1																																																																																																			
TCGA-62-A472-01	1																																																																																																			
TCGA-17-Z044-01	1																																																																																																			
TCGA-55-8619-01	1																																																																																																			
TCGA-50-8460-01	1																																																																																																			
TCGA-73-4676-01	1																																																																																																			
TCGA-17-Z052-01	1																																																																																																			
TCGA-17-Z009-01	1																																																																																																			
TCGA-17-Z005-01	1																																																																																																			
TCGA-91-6835-01		1	1																			1														1	1																																																															
TCGA-49-4507-01		1		1				1																												1														1																		1		1																														
TCGA-73-4659-01		1		1																														1		1														1					1					1		1																		1																				
TCGA-05-4422-01		1			1			1															1																																																																													
TCGA-NJ-A4YP-01		1				1		1	1											1				1																				1	1			1																													1			1																				
TCGA-95-A4VP-01		1				1		1	1												1																			1																																								1																				
TCGA-78-7539-01		1				1																											1							1											1											1																		1														1						
TCGA-55-8508-01		1					1	1																																																																								1																				
TCGA-L9-A443-01		1					1														1																																		1																									1																				
TCGA-97-A4M3-01		1						1								1					1																			1																																		1																			1							
TCGA-78-7159-01		1						1														1																																	1																																													
TCGA-05-4417-01		1						1														1																																																										1																				
TCGA-53-7813-01		1						1																		1																																																						1																				
TCGA-78-7156-01		1						1																								1																				1			1											1																																		
TCGA-86-8054-01		1						1																								1																																																1				1																
TCGA-49-4486-01		1						1																																				1																																																	1							
TCGA-64-5774-01		1						1																																															1																									1																				
TCGA-80-5608-01		1						1																																																																								1									1	1										
TCGA-55-1592-01		1								1																																																																		1																								
TCGA-97-8176-01		1									1			1																																																																		1																				
TCGA-86-7955-01		1										1																																						1					1							1																																						
TCGA-05-4244-01		1																			1															1																						1																						1																				
TCGA-55-7815-01		1																				1																																								1																		1																				
TCGA-17-Z016-01		1																					1																																							1																																						
TCGA-69-8253-01		1																										1						1		1																																												1																				
TCGA-67-6215-01		1																											1							1							1																																																									
TCGA-69-7973-01		1																														1																																																1																				
TCGA-17-Z014-01		1																																		1																																												1	1																			
TCGA-55-6642-01		1																																				1																																						1				1																				
TCGA-80-5607-01		1																																								1				1																																																				1		
TCGA-50-5044-01		1																																												1																																																						
TCGA-05-4390-01		1																																																												1																		1	1																			
TCGA-55-6971-01		1																																																																				1																														
TCGA-55-1595-01		1																																																																										1				1					1															
TCGA-62-8398-01		1																																																																														1																				
TCGA-49-4510-01		1																																																																														1																				
TCGA-05-4398-01		1																																																																																																		
TCGA-78-7158-01			1		1		1																																																				1																																									
TCGA-97-8171-01			1		1																																																																																															
TCGA-49-4501-01			1				1										1										1																																																																									
TCGA-69-7763-01			1					1														1																																																																														
TCGA-97-A4M6-01			1										1																																																									1																														
TCGA-MP-A4SW-01			1										1																																																																	1																						
TCGA-J2-8192-01			1										1																																																																																							
TCGA-75-6212-01			1												1																																																																																					
TCGA-78-7155-01			1																								1																																																																									
TCGA-97-8552-01			1																										1																	1																																																						
TCGA-44-2661-01			1																															1																																																		1																
TCGA-67-6217-01			1																																				1																							1																																						
TCGA-38-4628-01			1																																				1																															1									1																					
TCGA-75-6214-01			1																																				1																																																													
TCGA-97-8177-01			1																																											1																								1																														
TCGA-97-A4M7-01			1																																														1						1							1																																						
TCGA-49-AARO-01			1																																																																			1																														
TCGA-55-6981-01			1																																																																			1																														
TCGA-55-6980-01			1																																																																			1																														
TCGA-67-3772-01			1																																																																							1																							1			
TCGA-17-Z032-01			1																																																																																1										1							
TCGA-75-7025-01			1																																																																																																	
TCGA-55-8089-01			1																																																																																																	
TCGA-49-4494-01			1																																																																																																	
TCGA-MP-A4T6-01			1																																																																																																	
TCGA-55-8206-01			1																																																																																																	
TCGA-78-7220-01			1																																																																																																	
TCGA-86-8668-01			1																																																																																																	
TCGA-17-Z002-01			1																																																																																																	
TCGA-38-4627-01			1																																																																																																	
TCGA-17-Z048-01			1																																																																																																	
TCGA-05-4389-01				1	1																													1																												1																																						
TCGA-78-7153-01				1	1																																									1																																																						
TCGA-38-7271-01				1		1																																																																																														
TCGA-49-6761-01				1							1																																																																					1																				
TCGA-L9-A8F4-01				1									1																									1																																																														
TCGA-50-8457-01				1											1																																	1																									1							1																				
TCGA-17-Z011-01				1																													1																						1																																													
TCGA-62-8395-01				1																																1																																																																
TCGA-17-Z036-01				1																																																										1																		1																				
TCGA-17-Z013-01				1																																																																							1									1																
TCGA-49-AAR2-01				1																																																																																																
TCGA-95-7039-01				1																																																																																																
TCGA-44-A47A-01					1	1																																																																					1					1													1							
TCGA-62-A470-01					1			1																																																																																												
TCGA-55-A48Y-01					1									1																					1				1					1																												1																												
TCGA-44-4112-01					1																		1											1																																			1																				1											
TCGA-05-4425-01					1																																																																1																															
TCGA-62-A46V-01					1																																																																				1																											
TCGA-67-4679-01					1																																																																											1					1				1				1							
TCGA-78-7537-01						1		1																1																																																																												
TCGA-73-4677-01						1		1																										1							1																																							1																				
TCGA-NJ-A55O-01						1		1																																								1																																1																				
TCGA-86-A456-01						1				1																						1																																																1		1						1											1	
TCGA-95-A4VN-01						1										1																																																																1				1																
TCGA-17-Z050-01						1																	1																				1																			1															1			1																				
TCGA-95-A4VK-01						1																									1																																																	1																				
TCGA-64-5779-01						1																												1		1																																																									1							
TCGA-55-8207-01						1																														1																			1																									1						1														
TCGA-78-8655-01						1																																	1																1																									1																				
TCGA-55-7725-01						1																																																								1						1												1																				
TCGA-55-8097-01						1																																																																										1																			1	
TCGA-86-8671-01						1																																																																																														
TCGA-78-7161-01							1	1													1																													1																														1																				
TCGA-44-2657-01							1				1	1					1															1																																						1																														
TCGA-44-5644-01							1															1																																																																														
TCGA-17-Z058-01							1																								1																																																																					
TCGA-L9-A5IP-01							1																																											1																																																		
TCGA-J2-8194-01								1	1																																																																							1																				
TCGA-44-7671-01								1			1	1										1																										1											1																					1																				
TCGA-50-5932-01								1				1																																																																				1																				
TCGA-55-8203-01								1					1										1													1																					1					1																		1				1																
TCGA-86-7713-01								1					1																																																					1														1																				
TCGA-55-8505-01								1					1																																																																																							
TCGA-50-5072-01								1						1						1																																																																																
TCGA-78-7148-01								1						1																						1																																								1				1									1											
TCGA-99-8032-01								1													1																																														1													1												1								1
TCGA-55-A492-01								1															1	1																																																																												
TCGA-NJ-A55R-01								1															1									1				1																																												1									1											
TCGA-35-3615-01								1																1												1																		1																	1									1					1															
TCGA-MP-A4TD-01								1																1												1																																												1																				
TCGA-86-8359-01								1																					1																												1																							1																				
TCGA-62-A46P-01								1																					1																																	1																	1																					
TCGA-67-3774-01								1																											1																																			1										1				1																
TCGA-55-6983-01								1																												1																																												1																				
TCGA-73-7498-01								1																												1																																												1																				
TCGA-78-7152-01								1																																										1																																			1															
TCGA-44-6776-01								1																																													1																											1																				
TCGA-91-6849-01								1																																															1																																		1											
TCGA-55-8615-01								1																																																	1					1																	1	1																				
TCGA-62-A46S-01								1																																																						1																		1							1													
TCGA-78-7166-01								1																																																											1													1				1																
TCGA-44-A47F-01								1																																																																								1								1												
TCGA-55-6970-01								1																																																																								1																				
TCGA-78-7167-01								1																																																																								1																				
TCGA-78-7160-01								1																																																																								1																				
TCGA-MP-A4TE-01								1																																																																								1																				
TCGA-75-6206-01								1																																																																								1																				
TCGA-MP-A4TH-01								1																																																																																												
TCGA-49-4506-01									1														1																																																																												1	
TCGA-L9-A7SV-01										1		1																																																																																								
TCGA-05-5715-01										1			1																																																													1																										
TCGA-86-6562-01										1																																											1																				1																											
TCGA-69-7761-01										1																																																		1																																								
TCGA-44-3919-01										1																																																		1																																								
TCGA-05-4434-01										1																																																					1																									1												
TCGA-44-A47B-01										1																																																														1																												
TCGA-50-5049-01										1																																																																																										
